XP_035657343.1	PE_Scaf1142_1.4	PY_T04693
XP_035677113.1	PE_Scaf8880_2.5	PY_T00403
XP_035677128.1	PE_Scaf5233_3.8	PY_T26368
XP_035677135.1	PE_Scaf8250_2.5	PY_T10323
XP_035677137.1	PE_Scaf3629_1.5	PY_T11903
XP_035677141.1	PE_Scaf11329_0.3	PY_T11025
XP_035677142.1	PE_Scaf4843_5.12	PY_T11010
XP_035677153.1	PE_Scaf5370_6.11	PY_T19264
XP_035677222.1	PE_Scaf7201_0.4	PY_T03000
XP_035677230.1	PE_Scaf1229_0.5	PY_T11068
XP_035677235.1	PE_Scaf3111_10.4	PY_T01956
XP_035677240.1	PE_Scaf10614_3.6	PY_T10897
XP_035677248.1	PE_Scaf8770_1.5	PY_T23917
XP_035677251.1	PE_Scaf6508_2.4	PY_T11431
XP_035677253.1	PE_Scaf10521_2.4	PY_T09674
XP_035677258.1	PE_Scaf5002_1.4	PY_T11497
XP_035677272.1	PE_Scaf9099_15.17	PY_T09917
XP_035677280.1	PE_Scaf1482_0.4	PY_T10848
XP_035677314.1	PE_Scaf9130_1.8	PY_T10909
XP_035677340.1	PE_Scaf3629_6.7	PY_T10923
XP_035677382.1	PE_Scaf2448_4.7	PY_T11988
XP_035677389.1	PE_Scaf7657_9.5	PY_T11172
XP_035677391.1	PE_Scaf12645_8.3	PY_T08463
XP_035677401.1	PE_Scaf773_0.3	PY_T11483
XP_035677407.1	PE_Scaf6168_0.5	PY_T11422
XP_035677413.1	PE_Scaf10320_2.6	PY_T13604
XP_035677415.1	PE_Scaf12374_4.1	PY_T11287
XP_035677422.1	PE_Scaf1964_2.3	PY_T09504
XP_035677447.1	PE_Scaf7657_12.3	PY_T11506
XP_035677469.1	PE_Scaf12684_3.6	PY_T09681
XP_035677476.1	PE_Scaf6957_4.5	PY_T10925
XP_035677478.1	PE_Scaf3629_2.8	PY_T11356
XP_035677481.1	PE_Scaf3758_3.6	PY_T26089
XP_035677493.1	PE_Scaf10237_12.4	PY_T11392
XP_035677501.1	PE_Scaf10237_12.8	PY_T26081
XP_035677515.1	PE_Scaf7685_20.6	PY_T11512
XP_035677516.1	PE_Scaf5388_2.5	PY_T11269
XP_035677521.1	PE_Scaf6692_2.11	PY_T11045
XP_035677529.1	PE_Scaf12151_1.6	PY_T09400
XP_035677535.1	PE_Scaf4843_18.6	PY_T11333
XP_035677561.1	PE_Scaf10753_5.4	PY_T10004
XP_035677565.1	PE_Scaf12099_6.8	PY_T07443
XP_035677572.1	PE_Scaf2764_4.11	PY_T10602
XP_035677597.1	PE_Scaf8745_1.2	PY_T12098
XP_035677608.1	PE_Scaf9174_5.9	PY_T11623
XP_035677621.1	PE_Scaf10614_1.6	PY_T12066
XP_035677623.1	PE_Scaf2721_2.8	PY_T11179
XP_035677626.1	PE_Scaf3810_0.9	PY_T11839
XP_035677636.1	PE_Scaf8310_3.8	PY_T09871
XP_035677643.1	PE_Scaf1949_0.7	PY_T10093
XP_035677650.1	PE_Scaf7600_5.5	PY_T12093
XP_035677659.1	PE_Scaf10753_11.11	PY_T00196
XP_035677668.1	PE_Scaf11075_0.5	PY_T11177
XP_035677672.1	PE_Scaf1803_1.11	PY_T10947
XP_035677676.1	PE_Scaf10921_6.3	PY_T10846
XP_035677680.1	PE_Scaf6625_5.7	PY_T10949
XP_035677682.1	PE_Scaf12253_9.6	PY_T01747
XP_035677701.1	PE_Scaf10833_0.3	PY_T11027
XP_035677707.1	PE_Scaf4478_1.7	PY_T10929
XP_035677732.1	PE_Scaf12569_3.5	PY_T11601
XP_035677736.1	PE_Scaf7657_6.3	PY_T12065
XP_035677748.1	PE_Scaf6625_5.2	PY_T03319
XP_035677757.1	PE_Scaf7030_12.9	PY_T02181
XP_035677768.1	PE_Scaf9617_3.3	PY_T11808
XP_035677778.1	PE_Scaf426_0.2	PY_T02172
XP_035677790.1	PE_Scaf1129_1.10	PY_T10880
XP_035677795.1	PE_Scaf10502_2.16	PY_T10052
XP_035677871.1	PE_Scaf1119_16.4	PY_T11024
XP_035677877.1	PE_Scaf9021_0.13	PY_T16215
XP_035677879.1	PE_Scaf5918_0.15	PY_T11546
XP_035677917.1	PE_Scaf7657_18.7	PY_T11069
XP_035677919.1	PE_Scaf7367_3.7	PY_T15977
XP_035677921.1	PE_Scaf7657_18.5	PY_T19524
XP_035677928.1	PE_Scaf10631_0.5	PY_T11088
XP_035677941.1	PE_Scaf5067_4.1	PY_T12060
XP_035677963.1	PE_Scaf5918_0.6	PY_T11944
XP_035677969.1	PE_Scaf107_2.5	PY_T15943
XP_035677980.1	PE_Scaf928_2.16	PY_T22011
XP_035677982.1	PE_Scaf10317_1.6	PY_T11085
XP_035677993.1	PE_Scaf4191_2.14	PY_T09742
XP_035678016.1	PE_Scaf7190_0.13	PY_T10440
XP_035678019.1	PE_Scaf10479_2.6	PY_T11080
XP_035678031.1	PE_Scaf7685_14.3	PY_T11875
XP_035678036.1	PE_Scaf5012_4.5	PY_T01036
XP_035678043.1	PE_Scaf4489_8.13	PY_T11933
XP_035678052.1	PE_Scaf7685_20.4	PY_T11217
XP_035678082.1	PE_Scaf7657_16.6	PY_T11909
XP_035678085.1	PE_Scaf4843_9.2	PY_T11567
XP_035678088.1	PE_Scaf10701_0.1	PY_T11374
XP_035678089.1	PE_Scaf6175_2.2	PY_T11204
XP_035678098.1	PE_Scaf5297_0.9	PY_T11225
XP_035678114.1	PE_Scaf3663_1.3	PY_T11032
XP_035678118.1	PE_Scaf8451_0.2	PY_T06414
XP_035678119.1	PE_Scaf7827_1.8	PY_T11618
XP_035678132.1	PE_Scaf4524_0.6	PY_T17305
XP_035678145.1	PE_Scaf4750_12.4	PY_T11800
XP_035678183.1	PE_Scaf5545_0.3	PY_T13789
XP_035678197.1	PE_Scaf7793_1.3	PY_T09464
XP_035678199.1	PE_Scaf3042_0.3	PY_T14046
XP_035678204.1	PE_Scaf2208_2.16	PY_T14543
XP_035678219.1	PE_Scaf2208_2.17	PY_T03036
XP_035678243.1	PE_Scaf3853_11.5	PY_T10352
XP_035678266.1	PE_Scaf5229_1.8	PY_T13616
XP_035678275.1	PE_Scaf4679_5.7	PY_T14495
XP_035678293.1	PE_Scaf8314_6.5	PY_T13688
XP_035678296.1	PE_Scaf5342_2.13	PY_T13546
XP_035678297.1	PE_Scaf2137_15.5	PY_T17923
XP_035678314.1	PE_Scaf6782_9.10	PY_T07439
XP_035678331.1	PE_Scaf11120_10.5	PY_T13716
XP_035678333.1	PE_Scaf8449_0.8	PY_T14125
XP_035678340.1	PE_Scaf10189_0.5	PY_T14567
XP_035678341.1	PE_Scaf743_0.6	PY_T13946
XP_035678364.1	PE_Scaf6782_5.6	PY_T14581
XP_035678382.1	PE_Scaf3419_4.6	PY_T13456
XP_035678387.1	PE_Scaf5680_3.2	PY_T07969
XP_035678389.1	PE_Scaf7222_4.4	PY_T11916
XP_035678392.1	PE_Scaf4181_0.17	PY_T18363
XP_035678393.1	PE_Scaf8616_0.4	PY_T13525
XP_035678397.1	PE_Scaf8554_4.8	PY_T14070
XP_035678399.1	PE_Scaf3442_10.16	PY_T06497
XP_035678405.1	PE_Scaf5302_13.12	PY_T13993
XP_035678414.1	PE_Scaf8991_3.5	PY_T13927
XP_035678417.1	PE_Scaf8991_3.6	PY_T13928
XP_035678426.1	PE_Scaf7656_10.7	PY_T13534
XP_035678427.1	PE_Scaf7122_4.8	PY_T24426
XP_035678428.1	PE_Scaf9891_1.8	PY_T13338
XP_035678441.1	PE_Scaf4540_8.1	PY_T09703
XP_035678442.1	PE_Scaf8674_7.7	PY_T14509
XP_035678444.1	PE_Scaf3810_1.7	PY_T18852
XP_035678467.1	PE_Scaf4540_4.5	PY_T09486
XP_035678470.1	PE_Scaf2901_10.6	PY_T06023
XP_035678477.1	PE_Scaf8483_4.12	PY_T08393
XP_035678509.1	PE_Scaf8638_2.1	PY_T13556
XP_035678515.1	PE_Scaf4772_2.2	PY_T13621
XP_035678520.1	PE_Scaf11331_3.7	PY_T13755
XP_035678528.1	PE_Scaf881_5.11	PY_T14277
XP_035678533.1	PE_Scaf4836_0.3	PY_T14608
XP_035678543.1	PE_Scaf4108_8.4	PY_T14164
XP_035678561.1	PE_Scaf4108_14.5	PY_T14341
XP_035678563.1	PE_Scaf3562_3.5	PY_T09852
XP_035678577.1	PE_Scaf11704_6.9	PY_T14000
XP_035678578.1	PE_Scaf10921_4.3	PY_T14388
XP_035678585.1	PE_Scaf4108_5.8	PY_T14224
XP_035678592.1	PE_Scaf3419_1.4	PY_T02310
XP_035678600.1	PE_Scaf11704_13.6	PY_T13470
XP_035678603.1	PE_Scaf3941_1.6	PY_T09740
XP_035678611.1	PE_Scaf11120_4.6	PY_T14334
XP_035678612.1	PE_Scaf3560_4.5	PY_T13428
XP_035678616.1	PE_Scaf7825_4.7	PY_T22481
XP_035678618.1	PE_Scaf11515_2.13	PY_T13330
XP_035678626.1	PE_Scaf4591_1.3	PY_T09701
XP_035678639.1	PE_Scaf4029_0.5	PY_T13574
XP_035678640.1	PE_Scaf8322_2.5	PY_T13571
XP_035678655.1	PE_Scaf3560_17.3	PY_T13436
XP_035678657.1	PE_Scaf6002_0.4	PY_T13775
XP_035678666.1	PE_Scaf7550_1.3	PY_T14288
XP_035678678.1	PE_Scaf11372_1.12	PY_T13795
XP_035678691.1	PE_Scaf2216_2.2	PY_T00781
XP_035678697.1	PE_Scaf4590_1.6	PY_T00780
XP_035678715.1	PE_Scaf11853_0.3	PY_T14418
XP_035678720.1	PE_Scaf3462_3.2	PY_T13740
XP_035678721.1	PE_Scaf5229_1.15	PY_T13617
XP_035678727.1	PE_Scaf5802_5.10	PY_T13353
XP_035678736.1	PE_Scaf8211_1.7	PY_T21926
XP_035678744.1	PE_Scaf2626_1.5	PY_T14172
XP_035678749.1	PE_Scaf5616_4.5	PY_T10695
XP_035678758.1	PE_Scaf7021_7.1	PY_T13629
XP_035678759.1	PE_Scaf6542_9.0	PY_T14212
XP_035678785.1	PE_Scaf3560_16.6	PY_T14485
XP_035678803.1	PE_Scaf2352_1.11	PY_T13518
XP_035678812.1	PE_Scaf2352_1.8	PY_T13519
XP_035678816.1	PE_Scaf2377_0.4	PY_T14333
XP_035678821.1	PE_Scaf2377_0.6	PY_T14330
XP_035678828.1	PE_Scaf10440_0.2	PY_T23675
XP_035678832.1	PE_Scaf2442_1.7	PY_T13201
XP_035678833.1	PE_Scaf2383_2.2	PY_T14564
XP_035678834.1	PE_Scaf3927_0.7	PY_T13469
XP_035678867.1	PE_Scaf11029_1.11	PY_T14274
XP_035678877.1	PE_Scaf10910_1.7	PY_T01068
XP_035678895.1	PE_Scaf12448_2.18	PY_T18475
XP_035678899.1	PE_Scaf6930_0.4	PY_T14124
XP_035678900.1	PE_Scaf7021_6.7	PY_T14526
XP_035678901.1	PE_Scaf7021_4.5	PY_T01609
XP_035678904.1	PE_Scaf10029_0.13	PY_T14498
XP_035678905.1	PE_Scaf3687_12.12	PY_T14339
XP_035678907.1	PE_Scaf2139_6.9	PY_T22093
XP_035678914.1	PE_Scaf2208_3.7	PY_T14185
XP_035678918.1	PE_Scaf7967_1.7	PY_T08424
XP_035678922.1	PE_Scaf3919_4.3	PY_T14129
XP_035678925.1	PE_Scaf1119_3.11	PY_T14135
XP_035678935.1	PE_Scaf3591_4.4	PY_T01374
XP_035678981.1	PE_Scaf4474_11.6	PY_T14349
XP_035678985.1	PE_Scaf8638_2.5	PY_T13559
XP_035679010.1	PE_Scaf7756_1.8	PY_T13579
XP_035679031.1	PE_Scaf9829_11.4	PY_T13466
XP_035679032.1	PE_Scaf5232_0.6	PY_T13630
XP_035679038.1	PE_Scaf5262_0.3	PY_T13877
XP_035679051.1	PE_Scaf116_1.7	PY_T13359
XP_035679060.1	PE_Scaf4739_1.5	PY_T08114
XP_035679064.1	PE_Scaf4590_4.2	PY_T14063
XP_035679067.1	PE_Scaf8991_4.7	PY_T14365
XP_035679069.1	PE_Scaf2626_5.4	PY_T14300
XP_035679074.1	PE_Scaf8314_14.4	PY_T13750
XP_035679075.1	PE_Scaf4590_6.2	PY_T13966
XP_035679078.1	PE_Scaf7656_5.14	PY_T13898
XP_035679080.1	PE_Scaf2104_1.5	PY_T14225
XP_035679087.1	PE_Scaf11296_1.2	PY_T01316
XP_035679089.1	PE_Scaf9782_0.2	PY_T14243
XP_035679090.1	PE_Scaf4756_13.6	PY_T14228
XP_035679098.1	PE_Scaf7312_0.4	PY_T14354
XP_035679108.1	PE_Scaf8980_8.17	PY_T13969
XP_035679109.1	PE_Scaf1846_8.5	PY_T21105
XP_035679110.1	PE_Scaf11704_11.5	PY_T03172
XP_035679113.1	PE_Scaf10911_5.8	PY_T09563
XP_035679121.1	PE_Scaf10921_3.6	PY_T14480
XP_035679123.1	PE_Scaf8314_2.2	PY_T13632
XP_035679126.1	PE_Scaf9763_2.4	PY_T14377
XP_035679130.1	PE_Scaf8009_1.7	PY_T14229
XP_035679131.1	PE_Scaf7722_0.3	PY_T14575
XP_035679134.1	PE_Scaf5229_1.16	PY_T14560
XP_035679139.1	PE_Scaf9829_12.2	PY_T13933
XP_035679141.1	PE_Scaf9829_12.10	PY_T13932
XP_035679142.1	PE_Scaf1119_3.9	PY_T13857
XP_035679143.1	PE_Scaf10115_4.3	PY_T14304
XP_035679147.1	PE_Scaf5802_4.7	PY_T13779
XP_035679149.1	PE_Scaf3617_1.0	PY_T14177
XP_035679150.1	PE_Scaf3012_1.10	PY_T13472
XP_035679151.1	PE_Scaf3012_0.1	PY_T13826
XP_035679170.1	PE_Scaf7210_2.10	PY_T13465
XP_035679171.1	PE_Scaf6782_15.5	PY_T14090
XP_035679187.1	PE_Scaf6103_0.23	PY_T22167
XP_035679217.1	PE_Scaf4510_1.4	PY_T10411
XP_035679252.1	PE_Scaf9763_2.5	PY_T14594
XP_035679256.1	PE_Scaf3894_3.2	PY_T10719
XP_035679265.1	PE_Scaf3560_3.3	PY_T01976
XP_035679268.1	PE_Scaf3894_2.4	PY_T10718
XP_035679272.1	PE_Scaf6177_3.8	PY_T14605
XP_035679273.1	PE_Scaf6177_3.6	PY_T13468
XP_035679275.1	PE_Scaf3419_4.10	PY_T13455
XP_035679277.1	PE_Scaf6980_5.10	PY_T13552
XP_035679279.1	PE_Scaf4010_1.7	PY_T10255
XP_035679292.1	PE_Scaf8138_4.2	PY_T10702
XP_035679304.1	PE_Scaf8138_5.5	PY_T10701
XP_035679326.1	PE_Scaf6310_1.17	PY_T08087
XP_035679332.1	PE_Scaf116_1.13	PY_T13452
XP_035679341.1	PE_Scaf3982_3.5	PY_T13612
XP_035679342.1	PE_Scaf9682_1.7	PY_T03861
XP_035679345.1	PE_Scaf3560_15.6	PY_T13850
XP_035679355.1	PE_Scaf3919_3.15	PY_T13774
XP_035679356.1	PE_Scaf10921_1.3	PY_T13575
XP_035679361.1	PE_Scaf9829_4.2	PY_T13815
XP_035679363.1	PE_Scaf6782_7.13	PY_T02887
XP_035679370.1	PE_Scaf7756_5.5	PY_T14445
XP_035679371.1	PE_Scaf4944_2.9	PY_T13866
XP_035679387.1	PE_Scaf8991_4.10	PY_T13926
XP_035679388.1	PE_Scaf8351_1.9	PY_T10317
XP_035679400.1	PE_Scaf3853_21.14	PY_T10085
XP_035679411.1	PE_Scaf8009_3.12	PY_T14049
XP_035679422.1	PE_Scaf3919_1.1	PY_T14093
XP_035679432.1	PE_Scaf9603_1.12	PY_T14096
XP_035679436.1	PE_Scaf11231_9.8	PY_T25298
XP_035679441.1	PE_Scaf4474_14.5	PY_T13610
XP_035679449.1	PE_Scaf6782_9.12	PY_T13447
XP_035679450.1	PE_Scaf11412_1.9	PY_T13912
XP_035679456.1	PE_Scaf11296_0.2	PY_T01317
XP_035679459.1	PE_Scaf6846_1.6	PY_T10349
XP_035679463.1	PE_Scaf8314_5.8	PY_T13636
XP_035679466.1	PE_Scaf3012_1.13	PY_T13845
XP_035679467.1	PE_Scaf8314_13.9	PY_T13692
XP_035679470.1	PE_Scaf8638_1.4	PY_T14615
XP_035679471.1	PE_Scaf8554_2.1	PY_T13913
XP_035679482.1	PE_Scaf174_5.9	PY_T18937
XP_035679483.1	PE_Scaf10790_4.9	PY_T05297
XP_035679489.1	PE_Scaf11953_2.10	PY_T14207
XP_035679493.1	PE_Scaf7350_1.4	PY_T13982
XP_035679511.1	PE_Scaf7350_1.5	PY_T13981
XP_035679512.1	PE_Scaf8599_1.3	PY_T10150
XP_035679519.1	PE_Scaf12672_4.5	PY_T00074
XP_035679522.1	PE_Scaf6997_1.3	PY_T00299
XP_035679524.1	PE_Scaf9829_2.25	PY_T13855
XP_035679537.1	PE_Scaf2383_3.6	PY_T13565
XP_035679541.1	PE_Scaf11704_6.8	PY_T13360
XP_035679561.1	PE_Scaf3560_1.13	PY_T13837
XP_035679565.1	PE_Scaf2352_3.12	PY_T13686
XP_035679568.1	PE_Scaf248_14.5	PY_T17645
XP_035679587.1	PE_Scaf454_0.5	PY_T14430
XP_035679604.1	PE_Scaf4772_3.4	PY_T13851
XP_035679607.1	PE_Scaf8642_7.10	PY_T04719
XP_035679610.1	PE_Scaf9829_1.9	PY_T01330
XP_035679615.1	PE_Scaf2054_3.2	PY_T14305
XP_035679616.1	PE_Scaf4692_3.9	PY_T14306
XP_035679620.1	PE_Scaf5709_1.4	PY_T01332
XP_035679621.1	PE_Scaf1416_5.9	PY_T20962
XP_035679623.1	PE_Scaf3560_1.6	PY_T14127
XP_035679624.1	PE_Scaf10029_0.2	PY_T14085
XP_035679628.1	PE_Scaf4976_1.4	PY_T09514
XP_035679656.1	PE_Scaf8952_9.7	PY_T14298
XP_035679659.1	PE_Scaf3286_0.3	PY_T13331
XP_035679674.1	PE_Scaf7253_1.6	PY_T16895
XP_035679681.1	PE_Scaf1603_1.10	PY_T02968
XP_035679707.1	PE_Scaf6297_8.5	PY_T14369
XP_035679709.1	PE_Scaf3560_2.4	PY_T13337
XP_035679715.1	PE_Scaf10029_1.26	PY_T13861
XP_035679716.1	PE_Scaf10029_1.12	PY_T13860
XP_035679726.1	PE_Scaf11515_4.5	PY_T13664
XP_035679742.1	PE_Scaf8872_2.1	PY_T13464
XP_035679743.1	PE_Scaf3562_7.6	PY_T09853
XP_035679746.1	PE_Scaf2644_7.3	PY_T00508
XP_035679758.1	PE_Scaf7756_1.9	PY_T13847
XP_035679771.1	PE_Scaf6002_0.11	PY_T13788
XP_035679787.1	PE_Scaf4510_1.1	PY_T07300
XP_035679788.1	PE_Scaf11722_1.12	PY_T14227
XP_035679801.1	PE_Scaf4587_2.7	PY_T13357
XP_035679803.1	PE_Scaf8250_4.3	PY_T10785
XP_035679817.1	PE_Scaf3012_1.11	PY_T14268
XP_035679820.1	PE_Scaf12464_0.5	PY_T01066
XP_035679823.1	PE_Scaf12357_5.6	PY_T13793
XP_035679834.1	PE_Scaf4108_14.7	PY_T14162
XP_035679885.1	PE_Scaf4590_7.13	PY_T14496
XP_035679897.1	PE_Scaf3101_0.7	PY_T14546
XP_035679900.1	PE_Scaf10029_1.9	PY_T13862
XP_035679905.1	PE_Scaf4474_7.6	PY_T13576
XP_035679916.1	PE_Scaf12101_17.1	PY_T14223
XP_035679941.1	PE_Scaf7656_12.6	PY_T13952
XP_035679942.1	PE_Scaf3830_2.4	PY_T14215
XP_035679945.1	PE_Scaf7794_2.3	PY_T01933
XP_035680059.1	PE_Scaf8638_1.3	PY_T13555
XP_035680064.1	PE_Scaf10410_1.7	PY_T08554
XP_035680100.1	PE_Scaf8483_7.5	PY_T13959
XP_035680122.1	PE_Scaf3886_12.0	PY_T14421
XP_035680124.1	PE_Scaf4590_5.11	PY_T13382
XP_035680129.1	PE_Scaf4474_15.2	PY_T13609
XP_035680138.1	PE_Scaf3012_1.12	PY_T13878
XP_035680139.1	PE_Scaf8952_9.5	PY_T13704
XP_035680141.1	PE_Scaf7756_6.4	PY_T14446
XP_035680166.1	PE_Scaf9044_0.11	PY_T20942
XP_035680176.1	PE_Scaf9891_0.4	PY_T14515
XP_035680193.1	PE_Scaf8_0.9	PY_T14174
XP_035680197.1	PE_Scaf3331_11.12	PY_T14179
XP_035680205.1	PE_Scaf735_8.6	PY_T10593
XP_035680214.1	PE_Scaf3012_1.9	PY_T13990
XP_035680244.1	PE_Scaf6520_9.2	PY_T08293
XP_035680273.1	PE_Scaf5511_1.3	PY_T13802
XP_035680287.1	PE_Scaf9015_2.7	PY_T21538
XP_035680290.1	PE_Scaf12081_4.5	PY_T05365
XP_035680298.1	PE_Scaf9162_3.10	PY_T13414
XP_035680299.1	PE_Scaf6542_8.2	PY_T13823
XP_035680307.1	PE_Scaf8991_2.5	PY_T13814
XP_035680311.1	PE_Scaf2352_3.15	PY_T02309
XP_035680317.1	PE_Scaf11120_1.2	PY_T13756
XP_035680318.1	PE_Scaf8928_2.3	PY_T09821
XP_035680328.1	PE_Scaf6982_3.3	PY_T13368
XP_035680338.1	PE_Scaf8009_1.6	PY_T14210
XP_035680341.1	PE_Scaf7574_2.10	PY_T13374
XP_035680354.1	PE_Scaf12403_0.8	PY_T13438
XP_035680366.1	PE_Scaf3141_23.4	PY_T14091
XP_035680369.1	PE_Scaf3560_7.4	PY_T14259
XP_035680389.1	PE_Scaf3830_3.5	PY_T13375
XP_035680396.1	PE_Scaf9763_3.5	PY_T13659
XP_035680400.1	PE_Scaf11722_0.3	PY_T13441
XP_035680402.1	PE_Scaf9829_12.3	PY_T13973
XP_035680407.1	PE_Scaf8483_3.3	PY_T14050
XP_035680432.1	PE_Scaf8686_15.6	PY_T19950
XP_035680433.1	PE_Scaf1444_5.11	PY_T13975
XP_035680436.1	PE_Scaf3919_5.7	PY_T14542
XP_035680445.1	PE_Scaf6039_1.3	PY_T13568
XP_035680446.1	PE_Scaf6542_10.2	PY_T14211
XP_035680447.1	PE_Scaf11952_15.9	PY_T07511
XP_035680451.1	PE_Scaf3967_6.3	PY_T01616
XP_035680452.1	PE_Scaf8674_8.11	PY_T00889
XP_035680456.1	PE_Scaf7555_1.22	PY_T16430
XP_035680457.1	PE_Scaf9690_8.8	PY_T05558
XP_035680473.1	PE_Scaf2634_1.2	PY_T05556
XP_035680476.1	PE_Scaf8314_5.16	PY_T13937
XP_035680491.1	PE_Scaf183_1.3	PY_T13372
XP_035680500.1	PE_Scaf8872_4.0	PY_T13437
XP_035680504.1	PE_Scaf8616_2.10	PY_T13662
XP_035680514.1	PE_Scaf10753_8.7	PY_T09567
XP_035680525.1	PE_Scaf12101_16.5	PY_T13514
XP_035680529.1	PE_Scaf8616_1.4	PY_T14013
XP_035680532.1	PE_Scaf10544_0.7	PY_T14513
XP_035680533.1	PE_Scaf7021_3.1	PY_T14516
XP_035680535.1	PE_Scaf10753_8.10	PY_T09566
XP_035680544.1	PE_Scaf10753_7.5	PY_T09705
XP_035680573.1	PE_Scaf8_0.17	PY_T13819
XP_035680647.1	PE_Scaf8872_1.2	PY_T14302
XP_035680649.1	PE_Scaf11704_11.12	PY_T13924
XP_035680653.1	PE_Scaf735_6.3	PY_T03209
XP_035680662.1	PE_Scaf8672_1.30	PY_T16135
XP_035680668.1	PE_Scaf3296_1.2	PY_T13923
XP_035680670.1	PE_Scaf3419_3.10	PY_T14351
XP_035680695.1	PE_Scaf6657_1.9	PY_T04121
XP_035680704.1	PE_Scaf6199_3.19	PY_T17030
XP_035680710.1	PE_Scaf3880_4.3	PY_T07278
XP_035680712.1	PE_Scaf5414_0.4	PY_T13227
XP_035680719.1	PE_Scaf7121_0.1	PY_T13044
XP_035680724.1	PE_Scaf1550_1.9	PY_T12325
XP_035680725.1	PE_Scaf1550_1.10	PY_T12327
XP_035680771.1	PE_Scaf11646_1.11	PY_T12227
XP_035680779.1	PE_Scaf4874_15.12	PY_T12400
XP_035680780.1	PE_Scaf10917_1.5	PY_T26030
XP_035680786.1	PE_Scaf2180_3.9	PY_T12879
XP_035680790.1	PE_Scaf717_3.5	PY_T12755
XP_035680791.1	PE_Scaf11339_3.5	PY_T12880
XP_035680855.1	PE_Scaf8057_4.4	PY_T13190
XP_035680876.1	PE_Scaf5390_3.4	PY_T10772
XP_035680884.1	PE_Scaf10915_3.5	PY_T12235
XP_035680907.1	PE_Scaf1236_10.5	PY_T12766
XP_035680912.1	PE_Scaf6998_2.8	PY_T12208
XP_035680919.1	PE_Scaf5370_3.6	PY_T22173
XP_035680923.1	PE_Scaf1339_4.5	PY_T12200
XP_035680954.1	PE_Scaf3205_0.5	PY_T21516
XP_035680960.1	PE_Scaf11339_3.4	PY_T12881
XP_035680963.1	PE_Scaf2077_0.7	PY_T13070
XP_035680964.1	PE_Scaf6858_0.5	PY_T09342
XP_035680977.1	PE_Scaf7621_1.3	PY_T13213
XP_035680979.1	PE_Scaf4028_0.5	PY_T12306
XP_035680982.1	PE_Scaf8439_6.2	PY_T13322
XP_035680983.1	PE_Scaf8378_1.9	PY_T00115
XP_035681010.1	PE_Scaf4915_3.12	PY_T12727
XP_035681030.1	PE_Scaf3836_0.2	PY_T12687
XP_035681031.1	PE_Scaf4874_15.13	PY_T12267
XP_035681032.1	PE_Scaf4874_15.18	PY_T01485
XP_035681052.1	PE_Scaf1428_0.7	PY_T12858
XP_035681058.1	PE_Scaf4145_3.5	PY_T10275
XP_035681075.1	PE_Scaf2180_7.16	PY_T12352
XP_035681092.1	PE_Scaf5966_0.9	PY_T12294
XP_035681093.1	PE_Scaf5966_0.23	PY_T12293
XP_035681102.1	PE_Scaf1236_10.6	PY_T12621
XP_035681106.1	PE_Scaf1868_1.9	PY_T23723
XP_035681107.1	PE_Scaf5891_1.9	PY_T12940
XP_035681118.1	PE_Scaf8557_3.3	PY_T12384
XP_035681128.1	PE_Scaf11231_5.22	PY_T16339
XP_035681133.1	PE_Scaf9706_15.12	PY_T18857
XP_035681134.1	PE_Scaf5574_1.6	PY_T13002
XP_035681136.1	PE_Scaf4805_3.6	PY_T12910
XP_035681146.1	PE_Scaf11087_12.2	PY_T13223
XP_035681149.1	PE_Scaf8057_6.8	PY_T13222
XP_035681156.1	PE_Scaf3372_3.3	PY_T22518
XP_035681170.1	PE_Scaf7121_1.10	PY_T12699
XP_035681215.1	PE_Scaf9890_2.3	PY_T13200
XP_035681219.1	PE_Scaf9641_2.9	PY_T12196
XP_035681220.1	PE_Scaf3137_1.5	PY_T12540
XP_035681221.1	PE_Scaf6608_3.6	PY_T13157
XP_035681225.1	PE_Scaf5718_4.7	PY_T13278
XP_035681228.1	PE_Scaf7610_2.5	PY_T13030
XP_035681229.1	PE_Scaf7610_1.8	PY_T13031
XP_035681230.1	PE_Scaf6589_3.4	PY_T12422
XP_035681236.1	PE_Scaf8420_14.5	PY_T24273
XP_035681237.1	PE_Scaf350_0.1	PY_T12838
XP_035681250.1	PE_Scaf9471_1.4	PY_T13260
XP_035681252.1	PE_Scaf7346_6.18	PY_T12731
XP_035681256.1	PE_Scaf9555_0.6	PY_T12775
XP_035681260.1	PE_Scaf2442_1.9	PY_T13093
XP_035681262.1	PE_Scaf4874_15.10	PY_T12266
XP_035681266.1	PE_Scaf3111_11.6	PY_T09405
XP_035681271.1	PE_Scaf1669_1.3	PY_T12281
XP_035681300.1	PE_Scaf11256_3.5	PY_T12868
XP_035681330.1	PE_Scaf6352_2.11	PY_T12403
XP_035681332.1	PE_Scaf6474_5.4	PY_T12636
XP_035681335.1	PE_Scaf9768_4.9	PY_T13005
XP_035681338.1	PE_Scaf11087_6.8	PY_T12863
XP_035681347.1	PE_Scaf10580_1.6	PY_T12251
XP_035681356.1	PE_Scaf7883_0.4	PY_T12994
XP_035681357.1	PE_Scaf1243_7.2	PY_T13060
XP_035681398.1	PE_Scaf5718_0.3	PY_T12991
XP_035681399.1	PE_Scaf8815_7.6	PY_T07208
