XP_035657343.1	PE_Scaf1142_1.4
XP_035681107.1	PE_Scaf5891_1.9
XP_035681118.1	PE_Scaf8557_3.3
XP_035681128.1	PE_Scaf11231_5.22
XP_035681133.1	PE_Scaf9706_15.12
XP_035681134.1	PE_Scaf5574_1.6
XP_035681136.1	PE_Scaf4805_3.6
XP_035681146.1	PE_Scaf11087_12.2
XP_035681149.1	PE_Scaf8057_6.8
XP_035681156.1	PE_Scaf3372_3.3
XP_035681170.1	PE_Scaf7121_1.10
XP_035681215.1	PE_Scaf9890_2.3
XP_035681219.1	PE_Scaf9641_2.9
XP_035681220.1	PE_Scaf3137_1.5
XP_035681221.1	PE_Scaf6608_3.6
XP_035681225.1	PE_Scaf5718_4.7
XP_035681228.1	PE_Scaf7610_2.5
XP_035681229.1	PE_Scaf7610_1.8
XP_035681230.1	PE_Scaf6589_3.4
XP_035681236.1	PE_Scaf8420_14.5
XP_035681237.1	PE_Scaf350_0.1
XP_035681250.1	PE_Scaf9471_1.4
XP_035681252.1	PE_Scaf7346_6.18
XP_035681256.1	PE_Scaf9555_0.6
XP_035681260.1	PE_Scaf2442_1.9
XP_035681262.1	PE_Scaf4874_15.10
XP_035681266.1	PE_Scaf3111_11.6
XP_035681271.1	PE_Scaf1669_1.3
XP_035681300.1	PE_Scaf11256_3.5
XP_035681330.1	PE_Scaf6352_2.11
XP_035681332.1	PE_Scaf6474_5.4
XP_035681335.1	PE_Scaf9768_4.9
XP_035681338.1	PE_Scaf11087_6.8
XP_035681347.1	PE_Scaf10580_1.6
XP_035681356.1	PE_Scaf7883_0.4
XP_035681357.1	PE_Scaf1243_7.2
XP_035681398.1	PE_Scaf5718_0.3
XP_035681399.1	PE_Scaf8815_7.6
XP_035681402.1	PE_Scaf6858_1.10
XP_035681409.1	PE_Scaf9641_2.13
XP_035681413.1	PE_Scaf9729_0.3
XP_035681418.1	PE_Scaf2346_4.3
XP_035681425.1	PE_Scaf3629_4.15
XP_035681426.1	PE_Scaf8057_5.4
XP_035681435.1	PE_Scaf10915_3.6
XP_035681439.1	PE_Scaf5718_3.4
XP_035681440.1	PE_Scaf11912_1.5
XP_035681444.1	PE_Scaf11912_2.3
XP_035681449.1	PE_Scaf4805_2.5
XP_035681472.1	PE_Scaf5628_2.5
XP_035681475.1	PE_Scaf2180_5.11
XP_035681478.1	PE_Scaf11982_0.12
XP_035681488.1	PE_Scaf12335_0.7
XP_035681505.1	PE_Scaf8686_5.5
XP_035681506.1	PE_Scaf11912_1.3
XP_035681508.1	PE_Scaf11912_3.7
XP_035681515.1	PE_Scaf6998_2.4
XP_035681519.1	PE_Scaf4458_1.5
XP_035681528.1	PE_Scaf6124_3.0
XP_035681532.1	PE_Scaf2077_0.6
XP_035681539.1	PE_Scaf2450_3.6
XP_035681554.1	PE_Scaf9768_1.8
XP_035681576.1	PE_Scaf3331_16.5
XP_035681598.1	PE_Scaf1084_2.21
XP_035681599.1	PE_Scaf8416_4.0
XP_035681601.1	PE_Scaf3727_4.5
XP_035681607.1	PE_Scaf5370_5.10
XP_035681614.1	PE_Scaf9490_8.5
XP_035681618.1	PE_Scaf3284_2.2
XP_035681619.1	PE_Scaf5891_1.10
XP_035681639.1	PE_Scaf6352_0.6
XP_035681640.1	PE_Scaf10580_6.13
XP_035681649.1	PE_Scaf9839_0.14
XP_035681654.1	PE_Scaf4800_0.34
XP_035681655.1	PE_Scaf4800_0.20
XP_035681656.1	PE_Scaf6694_4.7
XP_035681663.1	PE_Scaf957_2.4
XP_035681667.1	PE_Scaf485_11.5
XP_035681669.1	PE_Scaf5454_0.11
XP_035681674.1	PE_Scaf498_2.6
XP_035681676.1	PE_Scaf6359_1.5
XP_035681680.1	PE_Scaf1084_2.12
XP_035681685.1	PE_Scaf123_2.7
XP_035681690.1	PE_Scaf7096_3.0
XP_035681703.1	PE_Scaf2641_4.7
XP_035681715.1	PE_Scaf3727_2.8
XP_035681719.1	PE_Scaf11145_2.4
XP_035681723.1	PE_Scaf12012_0.2
XP_035681731.1	PE_Scaf4756_1.2
XP_035681734.1	PE_Scaf271_5.2
XP_035681741.1	PE_Scaf1084_1.8
XP_035681742.1	PE_Scaf4204_0.6
XP_035681745.1	PE_Scaf8700_2.4
XP_035681769.1	PE_Scaf8294_0.10
XP_035681770.1	PE_Scaf8294_0.7
XP_035681797.1	PE_Scaf1363_0.22
XP_035681799.1	PE_Scaf1236_11.7
XP_035681800.1	PE_Scaf350_3.1
XP_035681813.1	PE_Scaf3937_14.4
XP_035681828.1	PE_Scaf11135_11.4
XP_035681837.1	PE_Scaf9641_1.6
XP_035681858.1	PE_Scaf7621_2.7
XP_035681864.1	PE_Scaf864_2.3
XP_035681871.1	PE_Scaf6745_1.9
XP_035681884.1	PE_Scaf445_3.7
XP_035681893.1	PE_Scaf7346_6.10
XP_035681895.1	PE_Scaf8922_2.6
XP_035681897.1	PE_Scaf1003_5.4
XP_035681900.1	PE_Scaf11118_1.7
XP_035681909.1	PE_Scaf735_16.9
XP_035681913.1	PE_Scaf10641_1.8
XP_035681915.1	PE_Scaf5980_0.3
XP_035681916.1	PE_Scaf8686_1.6
XP_035681930.1	PE_Scaf4204_0.7
XP_035681938.1	PE_Scaf4282_2.17
XP_035681940.1	PE_Scaf1444_6.5
XP_035681954.1	PE_Scaf3160_1.8
XP_035681956.1	PE_Scaf5966_0.22
XP_035681968.1	PE_Scaf11087_1.4
XP_035681969.1	PE_Scaf3000_0.1
XP_035681970.1	PE_Scaf1183_9.11
XP_035681978.1	PE_Scaf11087_8.8
XP_035681979.1	PE_Scaf7657_20.1
XP_035681980.1	PE_Scaf7506_0.12
XP_035681990.1	PE_Scaf4970_5.13
XP_035681995.1	PE_Scaf5370_5.6
XP_035682008.1	PE_Scaf11769_2.4
XP_035682012.1	PE_Scaf11724_0.2
XP_035682017.1	PE_Scaf12265_3.3
XP_035682018.1	PE_Scaf1362_1.5
XP_035682034.1	PE_Scaf8695_5.4
XP_035682128.1	PE_Scaf3971_0.4
XP_035682139.1	PE_Scaf11793_3.5
XP_035682143.1	PE_Scaf7121_3.3
XP_035682161.1	PE_Scaf8704_0.2
XP_035682172.1	PE_Scaf9555_1.29
XP_035682202.1	PE_Scaf8922_1.4
XP_035682238.1	PE_Scaf1339_5.2
XP_035682247.1	PE_Scaf3034_1.5
XP_035682259.1	PE_Scaf2442_1.8
XP_035682263.1	PE_Scaf9768_1.6
XP_035682266.1	PE_Scaf2442_2.3
XP_035682267.1	PE_Scaf2030_2.10
XP_035682283.1	PE_Scaf8207_0.2
XP_035682288.1	PE_Scaf1669_5.13
XP_035682289.1	PE_Scaf11055_0.4
XP_035682291.1	PE_Scaf6998_3.22
XP_035682313.1	PE_Scaf4800_0.17
XP_035682316.1	PE_Scaf8980_9.7
XP_035682335.1	PE_Scaf11629_8.24
XP_035682347.1	PE_Scaf11769_6.6
XP_035682351.1	PE_Scaf4360_12.3
XP_035682356.1	PE_Scaf1236_7.6
XP_035682419.1	PE_Scaf10580_2.14
XP_035682439.1	PE_Scaf11594_3.6
XP_035682462.1	PE_Scaf1558_8.7
XP_035682474.1	PE_Scaf5075_0.5
XP_035682481.1	PE_Scaf6998_3.14
XP_035682488.1	PE_Scaf6877_8.9
XP_035682492.1	PE_Scaf3727_4.9
XP_035682501.1	PE_Scaf3191_2.4
XP_035682527.1	PE_Scaf6703_0.8
XP_035682528.1	PE_Scaf11805_2.3
XP_035682555.1	PE_Scaf4272_2.14
XP_035682560.1	PE_Scaf2221_0.17
XP_035682584.1	PE_Scaf5662_2.11
XP_035682588.1	PE_Scaf8922_2.11
XP_035682612.1	PE_Scaf11087_2.3
XP_035682631.1	PE_Scaf8089_0.5
XP_035682634.1	PE_Scaf1037_0.7
XP_035682645.1	PE_Scaf6703_0.7
XP_035682653.1	PE_Scaf8406_2.17
XP_035682670.1	PE_Scaf11154_1.4
XP_035682675.1	PE_Scaf5907_15.15
XP_035682705.1	PE_Scaf4915_3.9
XP_035682707.1	PE_Scaf1914_1.9
XP_035682719.1	PE_Scaf10706_4.6
XP_035682725.1	PE_Scaf8700_1.6
XP_035682780.1	PE_Scaf7346_2.6
XP_035682782.1	PE_Scaf5082_0.7
XP_035682859.1	PE_Scaf10076_13.3
XP_035682893.1	PE_Scaf7346_3.5
XP_035682919.1	PE_Scaf9135_0.12
XP_035682942.1	PE_Scaf5519_3.6
XP_035683016.1	PE_Scaf9400_2.3
XP_035683020.1	PE_Scaf10792_1.5
XP_035683053.1	PE_Scaf4272_2.31
XP_035683059.1	PE_Scaf12265_3.13
XP_035683089.1	PE_Scaf3853_4.6
XP_035683123.1	PE_Scaf3887_1.3
XP_035683128.1	PE_Scaf106_5.12
XP_035683172.1	PE_Scaf1829_1.4
XP_035683181.1	PE_Scaf2764_4.10
XP_035683194.1	PE_Scaf11082_3.1
XP_035683196.1	PE_Scaf5620_2.5
XP_035683217.1	PE_Scaf5698_0.3
XP_035683230.1	PE_Scaf8184_1.7
XP_035683238.1	PE_Scaf10780_0.5
XP_035683245.1	PE_Scaf485_1.4
XP_035683258.1	PE_Scaf6037_2.18
XP_035683259.1	PE_Scaf129_0.10
XP_035683261.1	PE_Scaf7366_5.4
XP_035683280.1	PE_Scaf8479_2.5
XP_035683290.1	PE_Scaf9461_3.4
XP_035683307.1	PE_Scaf10297_1.10
XP_035683313.1	PE_Scaf5230_1.6
XP_035683339.1	PE_Scaf6177_2.4
XP_035683345.1	PE_Scaf1236_4.6
XP_035683349.1	PE_Scaf215_0.5
XP_035683352.1	PE_Scaf9829_3.4
XP_035683353.1	PE_Scaf9829_2.2
XP_035683392.1	PE_Scaf3040_8.1
XP_035683418.1	PE_Scaf2310_18.3
XP_035683428.1	PE_Scaf1855_0.27
XP_035683429.1	PE_Scaf9869_6.11
XP_035683430.1	PE_Scaf1855_0.8
XP_035683436.1	PE_Scaf3063_7.5
XP_035683439.1	PE_Scaf11918_0.6
XP_035683451.1	PE_Scaf7366_2.2
XP_035683452.1	PE_Scaf1080_0.3
XP_035683453.1	PE_Scaf3304_2.3
XP_035683457.1	PE_Scaf7155_0.5
XP_035683466.1	PE_Scaf4282_3.2
XP_035683471.1	PE_Scaf9685_8.5
XP_035683475.1	PE_Scaf11841_1.2
XP_035683484.1	PE_Scaf9097_7.3
XP_035683485.1	PE_Scaf9869_3.6
XP_035683526.1	PE_Scaf10980_4.2
XP_035683537.1	PE_Scaf8257_1.5
XP_035683538.1	PE_Scaf9682_3.4
XP_035683540.1	PE_Scaf3114_0.4
XP_035683553.1	PE_Scaf2308_10.1
XP_035683577.1	PE_Scaf1867_0.19
XP_035683580.1	PE_Scaf4866_0.6
XP_035683588.1	PE_Scaf5234_1.5
XP_035683590.1	PE_Scaf8212_1.4
XP_035683594.1	PE_Scaf9346_11.9
XP_035683596.1	PE_Scaf7855_2.2
XP_035683619.1	PE_Scaf3937_18.6
XP_035683621.1	PE_Scaf3937_20.3
XP_035683631.1	PE_Scaf381_1.1
XP_035683654.1	PE_Scaf12272_5.7
XP_035683662.1	PE_Scaf2310_4.6
XP_035683663.1	PE_Scaf10935_2.4
XP_035683664.1	PE_Scaf10935_1.5
XP_035683668.1	PE_Scaf5053_2.7
XP_035683692.1	PE_Scaf1080_1.12
XP_035683725.1	PE_Scaf8642_8.3
XP_035683727.1	PE_Scaf9785_3.10
XP_035683736.1	PE_Scaf6534_1.6
XP_035683737.1	PE_Scaf12098_1.7
XP_035683739.1	PE_Scaf2562_2.4
XP_035683755.1	PE_Scaf2339_9.7
XP_035683769.1	PE_Scaf147_8.4
XP_035683770.1	PE_Scaf106_5.7
XP_035683779.1	PE_Scaf5219_1.3
XP_035683783.1	PE_Scaf6837_1.3
XP_035683787.1	PE_Scaf11212_1.12
XP_035683792.1	PE_Scaf12688_0.2
XP_035683799.1	PE_Scaf9097_8.12
XP_035683802.1	PE_Scaf11982_10.14
XP_035683803.1	PE_Scaf8211_4.4
XP_035683816.1	PE_Scaf6908_3.7
XP_035683837.1	PE_Scaf5053_2.5
XP_035683848.1	PE_Scaf7144_4.3
XP_035683850.1	PE_Scaf8479_3.2
XP_035683858.1	PE_Scaf9346_11.8
XP_035683875.1	PE_Scaf9685_15.6
XP_035683876.1	PE_Scaf11863_0.22
XP_035683893.1	PE_Scaf4866_0.9
XP_035683895.1	PE_Scaf10366_0.9
XP_035683911.1	PE_Scaf11841_2.5
XP_035683915.1	PE_Scaf37_6.1
XP_035683919.1	PE_Scaf2339_8.3
XP_035683920.1	PE_Scaf9461_3.5
XP_035683921.1	PE_Scaf37_5.4
XP_035683949.1	PE_Scaf10521_4.7
XP_035683960.1	PE_Scaf11044_1.8
XP_035683978.1	PE_Scaf147_2.3
XP_035684009.1	PE_Scaf7575_6.5
XP_035684038.1	PE_Scaf3703_2.2
XP_035684073.1	PE_Scaf3937_13.13
XP_035684078.1	PE_Scaf5681_1.8
XP_035684094.1	PE_Scaf8064_3.3
XP_035684101.1	PE_Scaf3172_0.2
XP_035684107.1	PE_Scaf870_3.8
XP_035684109.1	PE_Scaf1436_0.2
XP_035684156.1	PE_Scaf10575_1.7
XP_035684162.1	PE_Scaf3703_2.4
XP_035684177.1	PE_Scaf8322_3.5
XP_035684182.1	PE_Scaf11850_3.9
XP_035684193.1	PE_Scaf6376_18.3
XP_035684196.1	PE_Scaf5598_0.5
XP_035684200.1	PE_Scaf5154_7.9
XP_035684215.1	PE_Scaf297_1.7
XP_035684219.1	PE_Scaf12500_10.12
XP_035684237.1	PE_Scaf9307_4.5
XP_035684263.1	PE_Scaf8642_1.6
XP_035684279.1	PE_Scaf2610_2.36
XP_035684281.1	PE_Scaf8479_3.8
XP_035684287.1	PE_Scaf5053_3.2
XP_035684289.1	PE_Scaf11656_3.6
XP_035684290.1	PE_Scaf4508_9.1
XP_035684334.1	PE_Scaf11850_5.4
XP_035684339.1	PE_Scaf7958_2.1
XP_035684340.1	PE_Scaf11850_6.8
XP_035684352.1	PE_Scaf8212_1.6
XP_035684367.1	PE_Scaf523_0.9
XP_035684370.1	PE_Scaf3662_0.5
XP_035684398.1	PE_Scaf3887_0.1
XP_035684399.1	PE_Scaf11656_3.8
XP_035684401.1	PE_Scaf2486_2.10
XP_035684419.1	PE_Scaf2696_1.6
XP_035684455.1	PE_Scaf6191_4.7
XP_035684457.1	PE_Scaf7253_3.18
XP_035684459.1	PE_Scaf2310_16.11
XP_035684476.1	PE_Scaf8642_2.1
XP_035684482.1	PE_Scaf6698_6.2
XP_035684494.1	PE_Scaf7253_3.19
XP_035684495.1	PE_Scaf1988_0.8
XP_035684504.1	PE_Scaf9149_0.9
XP_035684505.1	PE_Scaf10780_0.6
XP_035684506.1	PE_Scaf2310_19.14
XP_035684507.1	PE_Scaf10771_0.2
XP_035684508.1	PE_Scaf5390_9.8
XP_035684518.1	PE_Scaf3887_2.14
XP_035684519.1	PE_Scaf5112_0.4
XP_035684536.1	PE_Scaf12272_4.7
XP_035684538.1	PE_Scaf4197_15.5
XP_035684542.1	PE_Scaf10514_3.4
XP_035684544.1	PE_Scaf6955_8.5
XP_035684552.1	PE_Scaf3967_6.4
XP_035684576.1	PE_Scaf3967_7.2
XP_035684609.1	PE_Scaf4659_3.13
XP_035684636.1	PE_Scaf8700_5.6
XP_035684655.1	PE_Scaf11669_1.10
XP_035684658.1	PE_Scaf2724_8.11
XP_035684684.1	PE_Scaf1949_1.3
XP_035684695.1	PE_Scaf4676_0.3
XP_035684699.1	PE_Scaf4406_3.5
XP_035684711.1	PE_Scaf5154_8.2
XP_035684713.1	PE_Scaf9869_7.3
XP_035684715.1	PE_Scaf8211_7.10
XP_035684722.1	PE_Scaf11383_6.10
XP_035684724.1	PE_Scaf2310_16.15
XP_035684742.1	PE_Scaf10575_0.3
XP_035684769.1	PE_Scaf9907_4.37
XP_035684770.1	PE_Scaf1206_2.3
XP_035684774.1	PE_Scaf4098_2.14
XP_035684776.1	PE_Scaf9746_3.4
XP_035684781.1	PE_Scaf4406_3.14
XP_035684793.1	PE_Scaf7463_1.2
XP_035684798.1	PE_Scaf3304_4.6
XP_035684803.1	PE_Scaf8483_7.6
XP_035684824.1	PE_Scaf7362_1.9
XP_035684831.1	PE_Scaf6955_8.6
XP_035684848.1	PE_Scaf7855_5.9
XP_035684849.1	PE_Scaf4124_10.3
XP_035684878.1	PE_Scaf7144_3.2
XP_035684891.1	PE_Scaf6597_8.3
XP_035684945.1	PE_Scaf4458_2.10
XP_035684978.1	PE_Scaf2639_0.8
XP_035684979.1	PE_Scaf7655_5.1
XP_035684992.1	PE_Scaf11183_4.6
XP_035684998.1	PE_Scaf2629_4.15
XP_035685010.1	PE_Scaf3472_5.7
XP_035685012.1	PE_Scaf110_26.6
XP_035685014.1	PE_Scaf8248_6.9
XP_035685062.1	PE_Scaf10008_0.9
XP_035685104.1	PE_Scaf2764_2.3
XP_035685105.1	PE_Scaf11686_0.5
XP_035685106.1	PE_Scaf9097_5.3
XP_035685114.1	PE_Scaf3662_0.7
XP_035685125.1	PE_Scaf6997_11.11
XP_035685153.1	PE_Scaf4098_2.10
XP_035685159.1	PE_Scaf8980_9.6
XP_035685181.1	PE_Scaf9537_6.3
XP_035685188.1	PE_Scaf8980_13.3
XP_035685197.1	PE_Scaf297_2.11
XP_035685205.1	PE_Scaf2287_0.8
XP_035685213.1	PE_Scaf11841_3.15
XP_035685214.1	PE_Scaf9682_0.3
XP_035685216.1	PE_Scaf5012_7.2
XP_035685225.1	PE_Scaf928_2.15
XP_035685235.1	PE_Scaf1584_0.2
XP_035685241.1	PE_Scaf3887_3.14
XP_035685243.1	PE_Scaf7655_2.5
XP_035685245.1	PE_Scaf3040_5.4
XP_035685251.1	PE_Scaf11634_1.4
XP_035685289.1	PE_Scaf10981_3.12
XP_035685290.1	PE_Scaf7047_0.6
XP_035685300.1	PE_Scaf10981_2.2
XP_035685301.1	PE_Scaf6310_1.9
XP_035685316.1	PE_Scaf3868_5.5
XP_035685320.1	PE_Scaf9346_10.3
XP_035685343.1	PE_Scaf5511_2.13
XP_035685344.1	PE_Scaf10471_2.7
XP_035685358.1	PE_Scaf9526_3.5
XP_035685364.1	PE_Scaf11656_6.6
XP_035685372.1	PE_Scaf11656_4.4
XP_035685398.1	PE_Scaf11748_0.3
XP_035685403.1	PE_Scaf11326_2.3
XP_035685421.1	PE_Scaf8310_1.4
XP_035685441.1	PE_Scaf3937_21.0
XP_035685472.1	PE_Scaf8211_5.3
XP_035685477.1	PE_Scaf5012_5.10
XP_035685480.1	PE_Scaf5012_5.8
XP_035685484.1	PE_Scaf5012_5.9
XP_035685493.1	PE_Scaf9972_2.8
XP_035685519.1	PE_Scaf3131_1.12
XP_035685521.1	PE_Scaf8416_8.2
XP_035685522.1	PE_Scaf10390_2.5
XP_035685572.1	PE_Scaf4267_6.6
XP_035685579.1	PE_Scaf11139_2.3
XP_035685586.1	PE_Scaf6813_16.9
XP_035685591.1	PE_Scaf1603_1.6
XP_035685598.1	PE_Scaf8420_14.6
XP_035685640.1	PE_Scaf9619_2.12
XP_035685658.1	PE_Scaf11921_5.7
XP_035685664.1	PE_Scaf2783_4.3
XP_035685671.1	PE_Scaf5053_2.4
XP_035685701.1	PE_Scaf4384_1.6
XP_035685707.1	PE_Scaf1040_7.7
XP_035685712.1	PE_Scaf2114_0.5
XP_035685713.1	PE_Scaf3326_0.4
XP_035685715.1	PE_Scaf3428_1.31
XP_035685724.1	PE_Scaf9866_1.11
XP_035685725.1	PE_Scaf10389_3.1
XP_035685740.1	PE_Scaf4857_11.4
XP_035685745.1	PE_Scaf2675_1.1
XP_035685748.1	PE_Scaf8858_2.17
XP_035685766.1	PE_Scaf1040_2.6
XP_035685767.1	PE_Scaf1040_3.2
XP_035685775.1	PE_Scaf5584_2.7
XP_035685784.1	PE_Scaf10866_2.4
XP_035685785.1	PE_Scaf3487_1.6
XP_035685790.1	PE_Scaf9689_1.6
XP_035685796.1	PE_Scaf11952_24.1
XP_035685804.1	PE_Scaf11994_10.5
XP_035685805.1	PE_Scaf11994_10.4
XP_035685806.1	PE_Scaf9117_5.0
XP_035685808.1	PE_Scaf9437_2.4
XP_035685832.1	PE_Scaf460_7.8
XP_035685834.1	PE_Scaf11994_6.14
XP_035685928.1	PE_Scaf11994_6.5
XP_035685929.1	PE_Scaf3475_5.3
XP_035685937.1	PE_Scaf4641_1.6
XP_035685938.1	PE_Scaf11466_0.5
XP_035685982.1	PE_Scaf8064_0.1
XP_035685987.1	PE_Scaf2054_5.3
XP_035685989.1	PE_Scaf1076_1.11
XP_035685990.1	PE_Scaf4035_6.14
XP_035685996.1	PE_Scaf12448_11.8
XP_035686020.1	PE_Scaf2554_1.9
XP_035686031.1	PE_Scaf2696_2.17
XP_035686038.1	PE_Scaf11099_1.7
XP_035686058.1	PE_Scaf10411_1.9
XP_035686060.1	PE_Scaf10411_1.8
XP_035686071.1	PE_Scaf10621_10.7
XP_035686075.1	PE_Scaf11319_2.4
XP_035686076.1	PE_Scaf11893_2.12
XP_035686086.1	PE_Scaf2489_8.2
XP_035686099.1	PE_Scaf5584_2.12
XP_035686120.1	PE_Scaf11994_6.7
XP_035686141.1	PE_Scaf11797_10.5
XP_035686142.1	PE_Scaf11592_1.2
XP_035686143.1	PE_Scaf5858_1.1
XP_035686146.1	PE_Scaf110_20.5
XP_035686147.1	PE_Scaf3692_2.9
XP_035686161.1	PE_Scaf4386_7.1
XP_035686162.1	PE_Scaf4386_6.6
XP_035686163.1	PE_Scaf11678_1.3
XP_035686175.1	PE_Scaf8217_1.3
XP_035686181.1	PE_Scaf2239_6.3
XP_035686187.1	PE_Scaf8928_5.4
XP_035686199.1	PE_Scaf8695_5.9
XP_035686211.1	PE_Scaf9461_8.5
XP_035686213.1	PE_Scaf2880_0.3
XP_035686215.1	PE_Scaf10389_1.9
XP_035686245.1	PE_Scaf3880_12.6
XP_035686252.1	PE_Scaf6815_0.8
XP_035686259.1	PE_Scaf12099_0.17
XP_035686274.1	PE_Scaf6403_2.8
XP_035686281.1	PE_Scaf6092_1.3
XP_035686286.1	PE_Scaf4921_1.9
XP_035686287.1	PE_Scaf10219_1.6
XP_035686296.1	PE_Scaf5944_0.4
XP_035686306.1	PE_Scaf5377_0.4
XP_035686307.1	PE_Scaf3692_3.2
XP_035686327.1	PE_Scaf3741_2.4
XP_035686337.1	PE_Scaf1040_4.3
XP_035686338.1	PE_Scaf11383_9.5
XP_035686349.1	PE_Scaf9160_0.4
XP_035686351.1	PE_Scaf498_1.2
XP_035686379.1	PE_Scaf2973_11.4
XP_035686388.1	PE_Scaf12099_5.7
XP_035686398.1	PE_Scaf9002_1.13
XP_035686403.1	PE_Scaf11952_18.6
XP_035686404.1	PE_Scaf3428_1.15
XP_035686414.1	PE_Scaf3880_12.5
XP_035686471.1	PE_Scaf6376_5.4
XP_035686476.1	PE_Scaf2338_3.3
XP_035686477.1	PE_Scaf10219_2.6
XP_035686478.1	PE_Scaf11853_1.6
XP_035686493.1	PE_Scaf2959_6.9
XP_035686498.1	PE_Scaf3475_17.3
XP_035686551.1	PE_Scaf12035_0.6
XP_035686572.1	PE_Scaf6465_0.6
XP_035686629.1	PE_Scaf4905_3.4
XP_035686652.1	PE_Scaf3428_1.14
XP_035686727.1	PE_Scaf9700_1.9
XP_035686732.1	PE_Scaf9461_10.2
XP_035686739.1	PE_Scaf11952_12.6
XP_035686766.1	PE_Scaf2995_1.37
XP_035686767.1	PE_Scaf10320_4.9
XP_035686779.1	PE_Scaf3640_5.1
XP_035686790.1	PE_Scaf11118_3.9
XP_035686794.1	PE_Scaf10389_0.9
XP_035686811.1	PE_Scaf7759_1.6
XP_035686869.1	PE_Scaf9099_10.5
XP_035686908.1	PE_Scaf4641_1.7
XP_035686984.1	PE_Scaf12480_0.3
XP_035687029.1	PE_Scaf6916_0.13
XP_035687032.1	PE_Scaf3487_1.7
XP_035687041.1	PE_Scaf11613_1.8
XP_035687044.1	PE_Scaf10440_2.3
XP_035687064.1	PE_Scaf7989_1.3
XP_035687101.1	PE_Scaf11319_3.7
XP_035687165.1	PE_Scaf8521_1.3
XP_035687180.1	PE_Scaf1452_0.6
XP_035687181.1	PE_Scaf11921_8.5
XP_035687182.1	PE_Scaf1644_1.6
XP_035687183.1	PE_Scaf7871_2.14
XP_035687196.1	PE_Scaf5871_0.2
XP_035687208.1	PE_Scaf6698_9.7
XP_035687222.1	PE_Scaf6938_0.8
XP_035687230.1	PE_Scaf9539_0.6
XP_035687245.1	PE_Scaf11196_1.2
XP_035687252.1	PE_Scaf11952_22.4
XP_035687270.1	PE_Scaf2308_13.3
XP_035687278.1	PE_Scaf9619_2.8
XP_035687286.1	PE_Scaf4035_6.6
XP_035687319.1	PE_Scaf11952_16.11
XP_035687325.1	PE_Scaf2100_0.2
XP_035687335.1	PE_Scaf11603_11.3
XP_035687338.1	PE_Scaf1064_0.0
XP_035687349.1	PE_Scaf4035_6.11
XP_035687369.1	PE_Scaf983_5.20
XP_035687386.1	PE_Scaf10935_5.2
XP_035687401.1	PE_Scaf9806_1.11
XP_035687415.1	PE_Scaf8368_2.25
XP_035687434.1	PE_Scaf11161_1.10
XP_035687498.1	PE_Scaf6103_0.12
XP_035687500.1	PE_Scaf3326_0.8
XP_035687527.1	PE_Scaf205_0.4
XP_035687544.1	PE_Scaf2448_5.11
XP_035687570.1	PE_Scaf4872_0.6
XP_035687571.1	PE_Scaf12326_9.9
XP_035687584.1	PE_Scaf9044_0.9
XP_035687611.1	PE_Scaf11797_9.8
XP_035687617.1	PE_Scaf5377_2.11
XP_035687619.1	PE_Scaf10269_5.34
XP_035687622.1	PE_Scaf505_2.1
XP_035687637.1	PE_Scaf9806_1.13
XP_035687644.1	PE_Scaf2232_6.12
XP_035687653.1	PE_Scaf7584_1.2
XP_035687669.1	PE_Scaf1040_6.4
XP_035687684.1	PE_Scaf5654_0.6
XP_035687685.1	PE_Scaf11921_7.5
XP_035687717.1	PE_Scaf8928_4.8
XP_035687732.1	PE_Scaf8193_6.7
XP_035687761.1	PE_Scaf4548_2.4
XP_035687765.1	PE_Scaf12037_2.20
XP_035687766.1	PE_Scaf6916_0.14
XP_035687776.1	PE_Scaf4591_8.0
XP_035687777.1	PE_Scaf6376_4.3
XP_035687780.1	PE_Scaf9825_3.11
XP_035687783.1	PE_Scaf4267_6.3
XP_035687801.1	PE_Scaf8928_7.3
XP_035687805.1	PE_Scaf12378_8.8
XP_035687842.1	PE_Scaf4664_3.14
XP_035687902.1	PE_Scaf6997_16.1
XP_035687917.1	PE_Scaf5990_0.20
XP_035687964.1	PE_Scaf6047_2.10
XP_035688002.1	PE_Scaf11629_11.5
XP_035688028.1	PE_Scaf7486_0.1
XP_035688031.1	PE_Scaf11212_1.1
XP_035688046.1	PE_Scaf5982_6.3
XP_035688055.1	PE_Scaf3532_3.7
XP_035688056.1	PE_Scaf10706_1.9
XP_035688057.1	PE_Scaf10706_1.8
XP_035688059.1	PE_Scaf8672_1.12
XP_035688091.1	PE_Scaf5982_8.3
XP_035688113.1	PE_Scaf6643_0.5
XP_035688130.1	PE_Scaf848_1.2
XP_035688135.1	PE_Scaf9327_8.9
XP_035688136.1	PE_Scaf7073_0.4
XP_035688143.1	PE_Scaf2896_5.4
XP_035688165.1	PE_Scaf8014_2.1
XP_035688168.1	PE_Scaf6526_0.4
XP_035688174.1	PE_Scaf2926_9.4
XP_035688203.1	PE_Scaf10639_7.6
XP_035688237.1	PE_Scaf1958_0.7
XP_035688257.1	PE_Scaf6047_2.15
XP_035688274.1	PE_Scaf3292_4.2
XP_035688277.1	PE_Scaf11213_5.8
XP_035688278.1	PE_Scaf7124_7.2
XP_035688305.1	PE_Scaf5557_3.13
XP_035688329.1	PE_Scaf10541_5.5
XP_035688331.1	PE_Scaf2654_3.6
